air_temp,cloud_opacity,dewpoint_temp,dni,ghi,gti,precipitable_water,relative_humidity,wind_direction_100m,wind_speed_100m,wind_speed_10m,period_end,period
13,88,9.2,0,0,0,17.6,76.3,144,4.8,2.6,2023-07-01T00:05:00-05:00,PT5M
13,87.4,9.1,0,0,0,17.6,76.4,144,4.8,2.7,2023-07-01T00:10:00-05:00,PT5M
13,87.4,9,0,0,0,17.6,76.6,144,4.9,2.7,2023-07-01T00:15:00-05:00,PT5M
13,87.4,8.9,0,0,0,17.5,76.7,144,4.9,2.7,2023-07-01T00:20:00-05:00,PT5M
13,87.4,8.8,0,0,0,17.5,76.9,144,4.9,2.7,2023-07-01T00:25:00-05:00,PT5M
13,87.4,8.7,0,0,0,17.5,77.1,144,4.9,2.7,2023-07-01T00:30:00-05:00,PT5M
13,87.4,8.6,0,0,0,17.5,77.2,144,5,2.7,2023-07-01T00:35:00-05:00,PT5M
12,87.4,8.5,0,0,0,17.5,77.4,144,5,2.7,2023-07-01T00:40:00-05:00,PT5M
12,86.9,8.4,0,0,0,17.5,77.5,144,5,2.7,2023-07-01T00:45:00-05:00,PT5M
12,86.9,8.3,0,0,0,17.5,77.7,144,5,2.8,2023-07-01T00:50:00-05:00,PT5M
12,86.3,8.2,0,0,0,17.4,77.8,144,5,2.8,2023-07-01T00:55:00-05:00,PT5M
12,85.7,8.1,0,0,0,17.4,78,144,5.1,2.8,2023-07-01T01:00:00-05:00,PT5M
12,85.7,8.1,0,0,0,17.4,78.1,144,5.1,2.8,2023-07-01T01:05:00-05:00,PT5M
12,85.7,8.1,0,0,0,17.4,78.1,144,5.1,2.8,2023-07-01T01:10:00-05:00,PT5M
12,86.3,8.1,0,0,0,17.4,78.2,144,5,2.8,2023-07-01T01:15:00-05:00,PT5M
12,86.3,8.1,0,0,0,17.3,78.2,144,5,2.7,2023-07-01T01:20:00-05:00,PT5M
12,85.7,8.1,0,0,0,17.3,78.3,144,5,2.7,2023-07-01T01:25:00-05:00,PT5M
12,85.7,8.1,0,0,0,17.3,78.3,144,5,2.7,2023-07-01T01:30:00-05:00,PT5M
12,85.7,8.2,0,0,0,17.3,78.4,144,5,2.7,2023-07-01T01:35:00-05:00,PT5M
12,85.1,8.2,0,0,0,17.2,78.4,145,5,2.7,2023-07-01T01:40:00-05:00,PT5M
12,85.1,8.2,0,0,0,17.2,78.4,145,4.9,2.7,2023-07-01T01:45:00-05:00,PT5M
12,84.4,8.2,0,0,0,17.2,78.5,145,4.9,2.7,2023-07-01T01:50:00-05:00,PT5M
12,83.1,8.2,0,0,0,17.2,78.5,145,4.9,2.7,2023-07-01T01:55:00-05:00,PT5M
12,79.5,8.2,0,0,0,17.1,78.6,145,4.9,2.6,2023-07-01T02:00:00-05:00,PT5M
12,71.2,8.2,0,0,0,17.1,78.6,145,4.9,2.6,2023-07-01T02:05:00-05:00,PT5M
12,65.4,8.2,0,0,0,17.1,78.7,145,4.9,2.7,2023-07-01T02:10:00-05:00,PT5M
12,69.3,8.2,0,0,0,17,78.8,145,4.9,2.7,2023-07-01T02:15:00-05:00,PT5M
12,73,8.1,0,0,0,17,78.9,145,4.9,2.7,2023-07-01T02:20:00-05:00,PT5M
12,73.8,8.1,0,0,0,17,79,145,4.9,2.7,2023-07-01T02:25:00-05:00,PT5M
12,72.1,8.1,0,0,0,16.9,79.1,145,4.9,2.7,2023-07-01T02:30:00-05:00,PT5M
12,65.4,8.1,0,0,0,16.9,79.1,145,4.9,2.7,2023-07-01T02:35:00-05:00,PT5M
12,65.4,8.1,0,0,0,16.9,79.2,145,4.9,2.7,2023-07-01T02:40:00-05:00,PT5M
12,66.4,8.1,0,0,0,16.8,79.3,145,4.9,2.7,2023-07-01T02:45:00-05:00,PT5M
12,62.3,8,0,0,0,16.8,79.4,146,4.9,2.7,2023-07-01T02:50:00-05:00,PT5M
12,56.7,8,0,0,0,16.8,79.5,146,5,2.7,2023-07-01T02:55:00-05:00,PT5M
11,53.2,8,0,0,0,16.7,79.6,146,5,2.7,2023-07-01T03:00:00-05:00,PT5M
11,61.2,8,0,0,0,16.7,79.7,146,5,2.7,2023-07-01T03:05:00-05:00,PT5M
11,69.3,8.1,0,0,0,16.7,79.9,145,5,2.7,2023-07-01T03:10:00-05:00,PT5M
11,76.4,8.1,0,0,0,16.7,80.1,145,5,2.7,2023-07-01T03:15:00-05:00,PT5M
11,79.5,8.1,0,0,0,16.7,80.2,145,5,2.7,2023-07-01T03:20:00-05:00,PT5M
11,80.3,8.2,0,0,0,16.7,80.4,145,5,2.7,2023-07-01T03:25:00-05:00,PT5M
11,78,8.2,0,0,0,16.7,80.6,145,5,2.7,2023-07-01T03:30:00-05:00,PT5M
12,77.2,8.3,0,0,0,16.7,80.8,145,5,2.6,2023-07-01T03:35:00-05:00,PT5M
12,75.5,8.3,0,0,0,16.7,81,145,4.9,2.6,2023-07-01T03:40:00-05:00,PT5M
12,73.8,8.4,0,0,0,16.7,81.2,145,4.9,2.6,2023-07-01T03:45:00-05:00,PT5M
12,76.4,8.4,0,0,0,16.7,81.4,144,4.9,2.6,2023-07-01T03:50:00-05:00,PT5M
12,73.8,8.4,0,0,0,16.7,81.5,144,4.9,2.6,2023-07-01T03:55:00-05:00,PT5M
12,73,8.5,0,0,0,16.7,81.7,144,4.9,2.6,2023-07-01T04:00:00-05:00,PT5M
12,73.8,8.5,0,0,0,16.6,82.1,144,4.9,2.6,2023-07-01T04:05:00-05:00,PT5M
12,71.2,8.6,0,0,0,16.6,82.6,144,4.9,2.5,2023-07-01T04:10:00-05:00,PT5M
12,68.3,8.7,0,0,0,16.6,83.1,144,4.9,2.5,2023-07-01T04:15:00-05:00,PT5M
11,69.3,8.8,0,0,0,16.5,83.6,144,4.8,2.5,2023-07-01T04:20:00-05:00,PT5M
11,71.2,8.8,0,0,0,16.5,84.1,143,4.8,2.5,2023-07-01T04:25:00-05:00,PT5M
11,72.1,8.9,0,0,0,16.4,84.6,143,4.8,2.4,2023-07-01T04:30:00-05:00,PT5M
11,72.1,9,0,0,0,16.4,85.2,143,4.7,2.4,2023-07-01T04:35:00-05:00,PT5M
11,73,9.1,0,0,0,16.4,85.7,143,4.7,2.4,2023-07-01T04:40:00-05:00,PT5M
11,70.2,9.1,0,0,0,16.3,86.2,143,4.7,2.4,2023-07-01T04:45:00-05:00,PT5M
11,72.1,9.2,0,0,0,16.3,86.8,143,4.6,2.3,2023-07-01T04:50:00-05:00,PT5M
11,74.7,9.3,0,0,0,16.2,87.3,142,4.6,2.3,2023-07-01T04:55:00-05:00,PT5M
11,76.4,9.4,0,0,0,16.2,87.8,142,4.6,2.3,2023-07-01T05:00:00-05:00,PT5M
11,76.4,9.4,0,0,0,16.2,88.1,142,4.6,2.3,2023-07-01T05:05:00-05:00,PT5M
11,77.2,9.4,0,0,0,16.2,88,142,4.6,2.3,2023-07-01T05:10:00-05:00,PT5M
11,74.7,9.4,0,0,0,16.2,88,142,4.6,2.3,2023-07-01T05:15:00-05:00,PT5M
11,76.4,9.4,0,0,0,16.3,87.9,142,4.6,2.3,2023-07-01T05:20:00-05:00,PT5M
11,73.8,9.4,0,0,0,16.3,87.9,142,4.6,2.4,2023-07-01T05:25:00-05:00,PT5M
11,74.7,9.4,0,0,0,16.3,87.8,142,4.7,2.4,2023-07-01T05:30:00-05:00,PT5M
11,74.7,9.4,0,0,0,16.3,87.8,142,4.7,2.4,2023-07-01T05:35:00-05:00,PT5M
11,73.8,9.4,0,0,0,16.3,87.7,142,4.7,2.4,2023-07-01T05:40:00-05:00,PT5M
11,69.3,9.4,0,0,0,16.3,87.7,143,4.7,2.4,2023-07-01T05:45:00-05:00,PT5M
11,63.3,9.4,0,0,0,16.4,87.6,143,4.7,2.4,2023-07-01T05:50:00-05:00,PT5M
11,65.4,9.4,0,0,0,16.4,87.6,143,4.8,2.5,2023-07-01T05:55:00-05:00,PT5M
11,62.3,9.4,0,0,0,16.4,87.5,143,4.8,2.5,2023-07-01T06:00:00-05:00,PT5M
11,62.3,9.4,0,0,0,16.4,87.4,143,4.8,2.5,2023-07-01T06:05:00-05:00,PT5M
12,60.1,9.4,0,0,0,16.5,87.2,142,4.8,2.5,2023-07-01T06:10:00-05:00,PT5M
12,54.4,9.4,0,2,2,16.5,87,142,4.8,2.5,2023-07-01T06:15:00-05:00,PT5M
12,52,9.5,0,7,7,16.5,86.8,142,4.8,2.6,2023-07-01T06:20:00-05:00,PT5M
12,64.3,9.5,0,10,10,16.5,86.7,142,4.8,2.6,2023-07-01T06:25:00-05:00,PT5M
12,72.1,9.5,0,12,11,16.6,86.5,142,4.8,2.6,2023-07-01T06:30:00-05:00,PT5M
12,48.4,9.5,0,29,29,16.6,86.3,142,4.8,2.6,2023-07-01T06:35:00-05:00,PT5M
12,49.6,9.5,0,37,36,16.6,86.1,142,4.8,2.7,2023-07-01T06:40:00-05:00,PT5M
12,64.3,9.5,0,32,32,16.6,85.9,141,4.8,2.7,2023-07-01T06:45:00-05:00,PT5M
12,63.6,9.6,0,39,39,16.7,85.7,141,4.8,2.7,2023-07-01T06:50:00-05:00,PT5M
12,54.9,9.6,0,57,56,16.7,85.5,141,4.8,2.7,2023-07-01T06:55:00-05:00,PT5M
12,52.7,9.6,0,69,68,16.7,85.3,141,4.8,2.8,2023-07-01T07:00:00-05:00,PT5M
12,49.2,9.6,0,84,82,16.7,85.2,141,4.8,2.8,2023-07-01T07:05:00-05:00,PT5M
12,43.1,9.6,0,106,102,16.7,85,141,4.8,2.8,2023-07-01T07:10:00-05:00,PT5M
12,42.1,9.7,0,119,114,16.7,84.9,141,4.8,2.8,2023-07-01T07:15:00-05:00,PT5M
12,39,9.7,0,138,130,16.7,84.8,141,4.7,2.8,2023-07-01T07:20:00-05:00,PT5M
12,42.3,9.7,0,142,132,16.7,84.6,141,4.7,2.8,2023-07-01T07:25:00-05:00,PT5M
12,44.2,9.7,0,149,136,16.7,84.5,141,4.7,2.9,2023-07-01T07:30:00-05:00,PT5M
12,43.5,9.8,0,162,145,16.6,84.4,141,4.7,2.9,2023-07-01T07:35:00-05:00,PT5M
12,42.7,9.8,0,176,153,16.6,84.2,142,4.7,2.9,2023-07-01T07:40:00-05:00,PT5M
12,46.9,9.8,0,174,143,16.6,84.1,142,4.7,2.9,2023-07-01T07:45:00-05:00,PT5M
13,47.3,9.8,0,183,138,16.6,84,142,4.7,2.9,2023-07-01T07:50:00-05:00,PT5M
13,48.9,9.9,0,188,142,16.6,83.8,142,4.7,3,2023-07-01T07:55:00-05:00,PT5M
13,48.1,9.9,0,201,154,16.6,83.7,142,4.7,3,2023-07-01T08:00:00-05:00,PT5M
13,46.4,9.9,0,219,169,16.6,83.3,142,4.7,3,2023-07-01T08:05:00-05:00,PT5M
13,43.8,10,0,241,188,16.5,82.7,142,4.7,3,2023-07-01T08:10:00-05:00,PT5M
13,37.5,10,35,280,243,16.5,82.1,142,4.7,3,2023-07-01T08:15:00-05:00,PT5M
13,39.6,10,8,282,228,16.5,81.4,142,4.7,3,2023-07-01T08:20:00-05:00,PT5M
13,44,10,0,272,219,16.5,80.8,142,4.7,3,2023-07-01T08:25:00-05:00,PT5M
13,59,10.1,0,207,168,16.5,80.2,142,4.7,3,2023-07-01T08:30:00-05:00,PT5M
14,59.7,10.1,0,211,173,16.4,79.6,142,4.7,3,2023-07-01T08:35:00-05:00,PT5M
14,63.5,10.2,0,198,164,16.4,79,142,4.7,3,2023-07-01T08:40:00-05:00,PT5M
14,58,10.2,0,236,197,16.4,78.4,142,4.7,3,2023-07-01T08:45:00-05:00,PT5M
14,53.4,10.2,0,270,227,16.4,77.8,142,4.7,3,2023-07-01T08:50:00-05:00,PT5M
14,51.9,10.2,0,287,244,16.4,77.3,142,4.7,3.1,2023-07-01T08:55:00-05:00,PT5M
14,51.5,10.3,0,298,255,16.3,76.7,142,4.7,3.1,2023-07-01T09:00:00-05:00,PT5M
14,49,10.3,0,322,278,16.3,76.4,142,4.7,3.1,2023-07-01T09:05:00-05:00,PT5M
15,49.7,10.4,0,326,284,16.3,76.3,142,4.7,3.1,2023-07-01T09:10:00-05:00,PT5M
15,53.4,10.4,0,310,271,16.3,76.2,141,4.7,3.1,2023-07-01T09:15:00-05:00,PT5M
15,58.1,10.4,0,286,252,16.2,76.1,141,4.7,3.1,2023-07-01T09:20:00-05:00,PT5M
15,55.7,10.5,0,309,275,16.2,76,141,4.7,3.1,2023-07-01T09:25:00-05:00,PT5M
15,53.2,10.5,0,334,299,16.2,76,141,4.7,3.1,2023-07-01T09:30:00-05:00,PT5M
15,54,10.5,0,335,302,16.2,75.9,140,4.7,3.1,2023-07-01T09:35:00-05:00,PT5M
15,57,10.6,0,320,290,16.1,75.8,140,4.7,3.1,2023-07-01T09:40:00-05:00,PT5M
15,60,10.6,0,303,277,16.1,75.7,140,4.7,3.1,2023-07-01T09:45:00-05:00,PT5M
15,59,10.6,0,316,291,16.1,75.7,140,4.7,3.1,2023-07-01T09:50:00-05:00,PT5M
15,58,10.6,0,330,305,16.1,75.6,140,4.7,3.1,2023-07-01T09:55:00-05:00,PT5M
15,57,10.7,0,343,319,16,75.5,139,4.7,3.1,2023-07-01T10:00:00-05:00,PT5M
15,46,10.7,0,438,409,16,75.3,139,4.8,3.1,2023-07-01T10:05:00-05:00,PT5M
15,43,10.8,0,470,441,16,74.9,139,4.8,3.2,2023-07-01T10:10:00-05:00,PT5M
15,41,10.8,15,493,468,15.9,74.5,139,4.8,3.2,2023-07-01T10:15:00-05:00,PT5M
15,40,10.8,31,508,488,15.9,74.1,139,4.9,3.2,2023-07-01T10:20:00-05:00,PT5M
16,40,10.9,31,515,496,15.9,73.7,139,4.9,3.2,2023-07-01T10:25:00-05:00,PT5M
16,44,10.9,0,487,465,15.8,73.3,140,4.9,3.3,2023-07-01T10:30:00-05:00,PT5M
16,50,11,0,440,422,15.8,72.9,140,4.9,3.3,2023-07-01T10:35:00-05:00,PT5M
16,51,11,0,436,420,15.8,72.6,140,5,3.3,2023-07-01T10:40:00-05:00,PT5M
16,47,11.1,0,476,461,15.8,72.2,140,5,3.4,2023-07-01T10:45:00-05:00,PT5M
16,25,11.1,310,681,698,15.7,71.8,140,5,3.4,2023-07-01T10:50:00-05:00,PT5M
16,28,11.1,249,659,669,15.7,71.4,140,5.1,3.4,2023-07-01T10:55:00-05:00,PT5M
16,26,11.2,290,684,696,15.7,71.1,140,5.1,3.5,2023-07-01T11:00:00-05:00,PT5M
17,27,11.2,271,680,689,15.6,70.7,140,5.1,3.5,2023-07-01T11:05:00-05:00,PT5M
17,37,11.2,84,591,587,15.6,70.2,140,5.1,3.4,2023-07-01T11:10:00-05:00,PT5M
17,42,11.2,4,548,540,15.6,69.8,140,5,3.4,2023-07-01T11:15:00-05:00,PT5M
17,39,11.2,51,580,576,15.5,69.3,139,5,3.4,2023-07-01T11:20:00-05:00,PT5M
17,38,11.2,68,593,590,15.5,68.9,139,4.9,3.3,2023-07-01T11:25:00-05:00,PT5M
17,37,11.2,85,606,604,15.5,68.5,139,4.9,3.3,2023-07-01T11:30:00-05:00,PT5M
17,38,11.3,69,599,597,15.4,68,139,4.9,3.3,2023-07-01T11:35:00-05:00,PT5M
17,35,11.3,120,630,630,15.4,67.6,139,4.8,3.2,2023-07-01T11:40:00-05:00,PT5M
17,35,11.3,121,633,632,15.4,67.2,139,4.8,3.2,2023-07-01T11:45:00-05:00,PT5M
18,34,11.3,139,644,644,15.3,66.8,139,4.8,3.2,2023-07-01T11:50:00-05:00,PT5M
18,34,11.3,139,646,646,15.3,66.3,139,4.7,3.2,2023-07-01T11:55:00-05:00,PT5M
18,32,11.3,176,667,667,15.3,65.9,139,4.7,3.1,2023-07-01T12:00:00-05:00,PT5M
18,22,11.3,383,766,766,15.2,65.5,138,4.7,3.1,2023-07-01T12:05:00-05:00,PT5M
18,11,11.2,649,875,875,15.2,65.2,138,4.7,3.1,2023-07-01T12:10:00-05:00,PT5M
18,6,11.2,782,924,924,15.2,64.8,138,4.6,3.1,2023-07-01T12:15:00-05:00,PT5M
18,12,11.2,624,865,865,15.2,64.5,138,4.6,3.1,2023-07-01T12:20:00-05:00,PT5M
18,16,11.1,524,825,826,15.1,64.2,139,4.6,3.1,2023-07-01T12:25:00-05:00,PT5M
18,22,11.1,383,765,766,15.1,63.8,139,4.6,3.1,2023-07-01T12:30:00-05:00,PT5M
18,20,11,429,784,785,15.1,63.5,139,4.6,3.1,2023-07-01T12:35:00-05:00,PT5M
18,19,11,452,791,794,15.1,63.1,139,4.6,3.1,2023-07-01T12:40:00-05:00,PT5M
18,29,10.9,234,692,693,15,62.8,139,4.6,3.1,2023-07-01T12:45:00-05:00,PT5M
18,36,10.9,103,622,621,15,62.4,139,4.6,3.1,2023-07-01T12:50:00-05:00,PT5M
18,42,10.9,6,561,558,15,62.1,139,4.6,3.1,2023-07-01T12:55:00-05:00,PT5M
18,49,10.8,0,491,487,15,61.8,139,4.5,3,2023-07-01T13:00:00-05:00,PT5M
18,47,10.8,0,508,503,14.9,61.6,139,4.5,3,2023-07-01T13:05:00-05:00,PT5M
18,48,10.8,0,495,489,14.9,61.6,138,4.5,3,2023-07-01T13:10:00-05:00,PT5M
18,40,10.8,36,568,563,15,61.6,138,4.4,3,2023-07-01T13:15:00-05:00,PT5M
18,32,10.9,174,639,642,15,61.6,138,4.4,2.9,2023-07-01T13:20:00-05:00,PT5M
18,20,10.9,424,747,768,15,61.6,138,4.3,2.9,2023-07-01T13:25:00-05:00,PT5M
18,17,10.9,493,769,797,15,61.6,138,4.3,2.9,2023-07-01T13:30:00-05:00,PT5M
18,24,10.9,333,698,717,15,61.6,138,4.2,2.9,2023-07-01T13:35:00-05:00,PT5M
18,26,10.9,290,673,691,15,61.6,138,4.2,2.8,2023-07-01T13:40:00-05:00,PT5M
18,27,10.9,269,658,676,15,61.6,138,4.1,2.8,2023-07-01T13:45:00-05:00,PT5M
19,28,11,247,642,659,15,61.7,137,4.1,2.8,2023-07-01T13:50:00-05:00,PT5M
19,26,11,287,653,677,15,61.7,137,4,2.7,2023-07-01T13:55:00-05:00,PT5M
19,20,11,416,697,744,15,61.7,137,4,2.7,2023-07-01T14:00:00-05:00,PT5M
19,24,11,327,654,691,15,61.6,137,3.9,2.7,2023-07-01T14:05:00-05:00,PT5M
19,28,11,243,612,637,15,61.6,137,3.9,2.7,2023-07-01T14:10:00-05:00,PT5M
19,27,11,262,612,643,15,61.6,137,3.9,2.6,2023-07-01T14:15:00-05:00,PT5M
19,27,11,261,603,637,15,61.6,136,3.8,2.6,2023-07-01T14:20:00-05:00,PT5M
19,26,11,280,602,644,15,61.5,136,3.8,2.6,2023-07-01T14:25:00-05:00,PT5M
19,25,11,299,601,650,15,61.5,136,3.8,2.6,2023-07-01T14:30:00-05:00,PT5M
19,24,11.1,318,599,657,15,61.5,136,3.7,2.6,2023-07-01T14:35:00-05:00,PT5M
19,23,11.1,338,596,664,15,61.4,136,3.7,2.6,2023-07-01T14:40:00-05:00,PT5M
19,25,11.1,294,570,630,15,61.4,136,3.7,2.5,2023-07-01T14:45:00-05:00,PT5M
19,26,11.1,272,551,609,15,61.4,135,3.6,2.5,2023-07-01T14:50:00-05:00,PT5M
19,26,11.1,270,540,602,15,61.3,135,3.6,2.5,2023-07-01T14:55:00-05:00,PT5M
19,30.1,11.1,189,500,536,15,61.3,135,3.6,2.5,2023-07-01T15:00:00-05:00,PT5M
19,31.2,11.1,166,481,511,15,61.2,135,3.5,2.5,2023-07-01T15:05:00-05:00,PT5M
19,34.4,11,107,448,454,15,61,135,3.5,2.4,2023-07-01T15:10:00-05:00,PT5M
19,35.7,11,85,429,426,15,60.8,136,3.5,2.4,2023-07-01T15:15:00-05:00,PT5M
19,32.6,10.9,135,438,460,14.9,60.6,136,3.4,2.4,2023-07-01T15:20:00-05:00,PT5M
19,24.9,10.9,278,476,568,14.9,60.4,136,3.4,2.4,2023-07-01T15:25:00-05:00,PT5M
19,16.6,10.8,450,514,687,14.9,60.2,137,3.4,2.3,2023-07-01T15:30:00-05:00,PT5M
19,11.5,10.8,565,530,758,14.8,60,137,3.3,2.3,2023-07-01T15:35:00-05:00,PT5M
19,0,10.7,851,581,914,14.8,59.8,137,3.3,2.3,2023-07-01T15:40:00-05:00,PT5M
19,0.3,10.7,836,561,905,14.8,59.6,138,3.3,2.3,2023-07-01T15:45:00-05:00,PT5M
19,0,10.6,837,545,903,14.8,59.4,138,3.3,2.3,2023-07-01T15:50:00-05:00,PT5M
19,0,10.6,829,526,896,14.7,59.2,138,3.2,2.2,2023-07-01T15:55:00-05:00,PT5M
19,3.1,10.5,740,491,846,14.7,59,139,3.2,2.2,2023-07-01T16:00:00-05:00,PT5M
19,6,10.4,662,459,796,14.7,58.9,138,3.2,2.2,2023-07-01T16:05:00-05:00,PT5M
19,7.4,10.3,619,434,764,14.6,58.8,138,3.2,2.2,2023-07-01T16:10:00-05:00,PT5M
18,11.7,10.2,512,397,686,14.6,58.8,137,3.2,2.2,2023-07-01T16:15:00-05:00,PT5M
18,11.8,10.1,502,379,673,14.6,58.7,137,3.2,2.2,2023-07-01T16:20:00-05:00,PT5M
18,10.5,10,522,366,683,14.5,58.6,136,3.2,2.2,2023-07-01T16:25:00-05:00,PT5M
18,7.9,9.9,573,359,715,14.5,58.6,135,3.2,2.2,2023-07-01T16:30:00-05:00,PT5M
18,5.2,9.7,623,350,745,14.5,58.5,135,3.3,2.2,2023-07-01T16:35:00-05:00,PT5M
18,2.5,9.6,676,340,776,14.4,58.5,134,3.3,2.1,2023-07-01T16:40:00-05:00,PT5M
18,4.2,9.5,622,315,717,14.4,58.4,133,3.3,2.1,2023-07-01T16:45:00-05:00,PT5M
18,12.2,9.4,434,271,550,14.3,58.3,133,3.3,2.1,2023-07-01T16:50:00-05:00,PT5M
18,11,9.3,446,256,527,14.3,58.3,132,3.3,2.1,2023-07-01T16:55:00-05:00,PT5M
18,14.5,9.2,363,229,440,14.3,58.2,132,3.3,2.1,2023-07-01T17:00:00-05:00,PT5M
17,13.3,9.2,372,214,416,14.2,58.6,131,3.3,2.1,2023-07-01T17:05:00-05:00,PT5M
17,15.3,9.3,319,192,356,14.2,59.4,132,3.3,2.1,2023-07-01T17:10:00-05:00,PT5M
17,15.6,9.4,298,174,316,14.2,60.2,132,3.3,2,2023-07-01T17:15:00-05:00,PT5M
17,20,9.5,207,149,241,14.2,61,132,3.3,2,2023-07-01T17:20:00-05:00,PT5M
17,19.6,9.6,195,134,213,14.2,61.9,133,3.2,1.9,2023-07-01T17:25:00-05:00,PT5M
17,17.7,9.7,205,120,196,14.2,62.7,133,3.2,1.9,2023-07-01T17:30:00-05:00,PT5M
17,19.1,9.8,163,103,157,14.2,63.6,133,3.2,1.8,2023-07-01T17:35:00-05:00,PT5M
17,18.9,9.9,142,88,130,14.2,64.4,134,3.2,1.8,2023-07-01T17:40:00-05:00,PT5M
17,18.4,10,121,74,104,14.2,65.3,134,3.2,1.7,2023-07-01T17:45:00-05:00,PT5M
16,16.8,10.1,110,61,84,14.2,66.2,134,3.2,1.7,2023-07-01T17:50:00-05:00,PT5M
16,49.6,10.2,0,28,28,14.2,67.1,135,3.1,1.6,2023-07-01T17:55:00-05:00,PT5M
16,47.1,10.3,0,22,22,14.2,68,135,3.1,1.6,2023-07-01T18:00:00-05:00,PT5M
16,44.5,10.4,0,15,15,14.2,68.6,135,3.1,1.6,2023-07-01T18:05:00-05:00,PT5M
16,37.8,10.4,0,9,9,14.3,68.8,135,3.1,1.6,2023-07-01T18:10:00-05:00,PT5M
16,41.9,10.3,0,2,2,14.3,69,135,3,1.6,2023-07-01T18:15:00-05:00,PT5M
16,36.4,10.3,0,0,0,14.3,69.1,135,3,1.6,2023-07-01T18:20:00-05:00,PT5M
16,36.4,10.3,0,0,0,14.3,69.3,136,3,1.6,2023-07-01T18:25:00-05:00,PT5M
16,36.4,10.3,0,0,0,14.3,69.5,136,2.9,1.6,2023-07-01T18:30:00-05:00,PT5M
16,26.2,10.2,0,0,0,14.3,69.7,136,2.9,1.6,2023-07-01T18:35:00-05:00,PT5M
16,26.2,10.2,0,0,0,14.3,69.9,136,2.9,1.6,2023-07-01T18:40:00-05:00,PT5M
16,29.2,10.2,0,0,0,14.3,70,136,2.9,1.7,2023-07-01T18:45:00-05:00,PT5M
16,32.1,10.2,0,0,0,14.4,70.2,136,2.8,1.7,2023-07-01T18:50:00-05:00,PT5M
16,29.2,10.1,0,0,0,14.4,70.4,136,2.8,1.7,2023-07-01T18:55:00-05:00,PT5M
15,26.2,10.1,0,0,0,14.4,70.6,136,2.8,1.7,2023-07-01T19:00:00-05:00,PT5M
15,24.7,10.1,0,0,0,14.4,70.8,137,2.8,1.7,2023-07-01T19:05:00-05:00,PT5M
15,21.6,10,0,0,0,14.5,71.1,137,2.8,1.7,2023-07-01T19:10:00-05:00,PT5M
15,0,10,0,0,0,14.5,71.4,137,2.8,1.7,2023-07-01T19:15:00-05:00,PT5M
15,0,9.9,0,0,0,14.6,71.7,137,2.9,1.6,2023-07-01T19:20:00-05:00,PT5M
15,0,9.9,0,0,0,14.6,72,137,2.9,1.6,2023-07-01T19:25:00-05:00,PT5M
15,0,9.8,0,0,0,14.6,72.3,138,3,1.6,2023-07-01T19:30:00-05:00,PT5M
15,0,9.8,0,0,0,14.7,72.6,138,3,1.6,2023-07-01T19:35:00-05:00,PT5M
15,0,9.7,0,0,0,14.7,72.9,138,3,1.6,2023-07-01T19:40:00-05:00,PT5M
14,0,9.7,0,0,0,14.8,73.2,138,3.1,1.5,2023-07-01T19:45:00-05:00,PT5M
14,0,9.6,0,0,0,14.8,73.5,138,3.1,1.5,2023-07-01T19:50:00-05:00,PT5M
14,0,9.6,0,0,0,14.9,73.8,139,3.1,1.5,2023-07-01T19:55:00-05:00,PT5M
14,0,9.5,0,0,0,14.9,74.2,139,3.2,1.5,2023-07-01T20:00:00-05:00,PT5M
14,0,9.6,0,0,0,14.9,74.6,139,3.2,1.5,2023-07-01T20:05:00-05:00,PT5M
14,0,9.6,0,0,0,15,75.2,139,3.2,1.5,2023-07-01T20:10:00-05:00,PT5M
14,0,9.8,0,0,0,15,75.8,139,3.2,1.5,2023-07-01T20:15:00-05:00,PT5M
14,13.6,9.8,0,0,0,15,76.4,138,3.2,1.5,2023-07-01T20:20:00-05:00,PT5M
14,15.2,10,0,0,0,15,77,138,3.2,1.5,2023-07-01T20:25:00-05:00,PT5M
14,15.2,10,0,0,0,15,77.6,138,3.2,1.6,2023-07-01T20:30:00-05:00,PT5M
14,16.8,10.2,0,0,0,15.1,78.2,138,3.2,1.6,2023-07-01T20:35:00-05:00,PT5M
14,20,10.2,0,0,0,15.1,78.8,138,3.2,1.6,2023-07-01T20:40:00-05:00,PT5M
14,23.1,10.4,0,0,0,15.1,79.4,138,3.2,1.6,2023-07-01T20:45:00-05:00,PT5M
14,29.2,10.5,0,0,0,15.1,80,138,3.2,1.6,2023-07-01T20:50:00-05:00,PT5M
14,33.6,10.6,0,0,0,15.1,80.6,138,3.2,1.6,2023-07-01T20:55:00-05:00,PT5M
14,45.8,10.6,0,0,0,15.2,81.3,138,3.3,1.6,2023-07-01T21:00:00-05:00,PT5M
14,57.9,10.7,0,0,0,15.2,81.3,138,3.3,1.6,2023-07-01T21:05:00-05:00,PT5M
14,61.2,10.6,0,0,0,15.2,80.8,138,3.3,1.7,2023-07-01T21:10:00-05:00,PT5M
14,55.6,10.5,0,0,0,15.2,80.3,139,3.3,1.7,2023-07-01T21:15:00-05:00,PT5M
14,53.2,10.4,0,0,0,15.2,79.8,139,3.3,1.7,2023-07-01T21:20:00-05:00,PT5M
14,53.2,10.3,0,0,0,15.3,79.4,139,3.3,1.7,2023-07-01T21:25:00-05:00,PT5M
